,frequency,frequency_ham,frequency_spam,P(word),P(word|ham),P(word|spam)
pretti,33,23,10,9.577904644703274e-05,9.233721551104634e-05,0.00010476030841434797
thismail,33,0,33,9.577904644703274e-05,0.0,0.0003457090177673483
colleg,33,23,10,9.577904644703274e-05,9.233721551104634e-05,0.00010476030841434797
dawn,33,31,2,9.577904644703274e-05,0.00012445450786271464,2.0952061682869596e-05
joe,33,32,1,9.577904644703274e-05,0.00012846916940667316,1.0476030841434798e-05
personnel,33,30,3,9.577904644703274e-05,0.0001204398463187561,3.142809252430439e-05
bane,33,29,4,9.577904644703274e-05,0.00011642518477479757,4.190412336573919e-05
space,33,13,20,9.577904644703274e-05,5.219060007146097e-05,0.00020952061682869594
ann,33,19,14,9.577904644703274e-05,7.62785693352122e-05,0.00014666443178008715
login,33,25,8,9.577904644703274e-05,0.00010036653859896341,8.380824673147838e-05
languag,33,20,13,9.577904644703274e-05,8.029323087917073e-05,0.00013618840093865237
offshor,33,12,21,9.577904644703274e-05,4.817593852750244e-05,0.00021999664767013074
lotteri,33,2,31,9.577904644703274e-05,8.029323087917072e-06,0.0003247569560844787
anytim,33,12,21,9.577904644703274e-05,4.817593852750244e-05,0.00021999664767013074
gmt,33,32,1,9.577904644703274e-05,0.00012846916940667316,1.0476030841434798e-05
internationa,33,0,33,9.577904644703274e-05,0.0,0.0003457090177673483
anderson,33,27,6,9.577904644703274e-05,0.00010839586168688048,6.285618504860878e-05
respectiveownersproduct,32,0,32,9.287665110015296e-05,0.0,0.00033523298692591353
rom,32,10,22,9.287665110015296e-05,4.014661543958537e-05,0.00023047267851156555
soma,32,0,32,9.287665110015296e-05,0.0,0.00033523298692591353
percentag,32,27,5,9.287665110015296e-05,0.00010839586168688048,5.2380154207173984e-05
forget,32,19,13,9.287665110015296e-05,7.62785693352122e-05,0.00013618840093865237
willb,32,28,4,9.287665110015296e-05,0.00011241052323083903,4.190412336573919e-05
hector,32,29,3,9.287665110015296e-05,0.00011642518477479757,3.142809252430439e-05
troubl,32,22,10,9.287665110015296e-05,8.83225539670878e-05,0.00010476030841434797
lyondel,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
self,32,7,25,9.287665110015296e-05,2.8102630807709757e-05,0.00026190077103586994
impot,32,0,32,9.287665110015296e-05,0.0,0.00033523298692591353
reward,32,27,5,9.287665110015296e-05,0.00010839586168688048,5.2380154207173984e-05
appoint,32,17,15,9.287665110015296e-05,6.824924624729513e-05,0.00015714046262152196
preinhardt,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
depend,32,19,13,9.287665110015296e-05,7.62785693352122e-05,0.00013618840093865237
attack,32,10,22,9.287665110015296e-05,4.014661543958537e-05,0.00023047267851156555
largest,32,13,19,9.287665110015296e-05,5.219060007146097e-05,0.00019904458598726116
suppos,32,29,3,9.287665110015296e-05,0.00011642518477479757,3.142809252430439e-05
sd,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
sole,32,24,8,9.287665110015296e-05,9.635187705500487e-05,8.380824673147838e-05
consolid,32,26,6,9.287665110015296e-05,0.00010438120014292195,6.285618504860878e-05
premier,32,3,29,9.287665110015296e-05,1.204398463187561e-05,0.0003038048944016091
moment,32,13,19,9.287665110015296e-05,5.219060007146097e-05,0.00019904458598726116
sdsnom,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
alon,32,6,26,9.287665110015296e-05,2.408796926375122e-05,0.00027237680187730475
amaz,32,7,25,9.287665110015296e-05,2.8102630807709757e-05,0.00026190077103586994
approach,32,24,8,9.287665110015296e-05,9.635187705500487e-05,8.380824673147838e-05
jason,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
prohibit,32,24,8,9.287665110015296e-05,9.635187705500487e-05,8.380824673147838e-05
noon,32,27,5,9.287665110015296e-05,0.00010839586168688048,5.2380154207173984e-05
often,32,13,19,9.287665110015296e-05,5.219060007146097e-05,0.00019904458598726116
repair,32,29,3,9.287665110015296e-05,0.00011642518477479757,3.142809252430439e-05
extrem,32,8,24,9.287665110015296e-05,3.211729235166829e-05,0.00025142474019443513
ball,32,13,19,9.287665110015296e-05,5.219060007146097e-05,0.00019904458598726116
deduct,32,29,3,9.287665110015296e-05,0.00011642518477479757,3.142809252430439e-05
tongu,32,2,30,9.287665110015296e-05,8.029323087917072e-06,0.0003142809252430439
shipment,32,24,8,9.287665110015296e-05,9.635187705500487e-05,8.380824673147838e-05
netco,32,32,0,9.287665110015296e-05,0.00012846916940667316,0.0
chevron,32,28,4,9.287665110015296e-05,0.00011241052323083903,4.190412336573919e-05
debbi,32,28,4,9.287665110015296e-05,0.00011241052323083903,4.190412336573919e-05
randal,32,31,1,9.287665110015296e-05,0.00012445450786271464,1.0476030841434798e-05
payback,32,31,1,9.287665110015296e-05,0.00012445450786271464,1.0476030841434798e-05
block,32,20,12,9.287665110015296e-05,8.029323087917073e-05,0.00012571237009721757
stream,32,16,16,9.287665110015296e-05,6.423458470333658e-05,0.00016761649346295676
proven,32,2,30,9.287665110015296e-05,8.029323087917072e-06,0.0003142809252430439
opm,31,31,0,8.997425575327318e-05,0.00012445450786271464,0.0
ref,31,4,27,8.997425575327318e-05,1.6058646175834145e-05,0.0002828528327187395
hesit,31,23,8,8.997425575327318e-05,9.233721551104634e-05,8.380824673147838e-05
prompt,31,26,5,8.997425575327318e-05,0.00010438120014292195,5.2380154207173984e-05
absolut,31,5,26,8.997425575327318e-05,2.0073307719792683e-05,0.00027237680187730475
laura,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
jerri,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
properli,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
defens,31,1,30,8.997425575327318e-05,4.014661543958536e-06,0.0003142809252430439
solid,31,1,30,8.997425575327318e-05,4.014661543958536e-06,0.0003142809252430439
bobvanc,31,31,0,8.997425575327318e-05,0.00012445450786271464,0.0
brennan,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
woman,31,6,25,8.997425575327318e-05,2.408796926375122e-05,0.00026190077103586994
metal,31,7,24,8.997425575327318e-05,2.8102630807709757e-05,0.00025142474019443513
shari,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
anywher,31,10,21,8.997425575327318e-05,4.014661543958537e-05,0.00021999664767013074
dell,31,26,5,8.997425575327318e-05,0.00010438120014292195,5.2380154207173984e-05
fear,31,8,23,8.997425575327318e-05,3.211729235166829e-05,0.00024094870935300033
proper,31,18,13,8.997425575327318e-05,7.226390779125366e-05,0.00013618840093865237
joann,31,31,0,8.997425575327318e-05,0.00012445450786271464,0.0
attract,31,10,21,8.997425575327318e-05,4.014661543958537e-05,0.00021999664767013074
filter,31,12,19,8.997425575327318e-05,4.817593852750244e-05,0.00019904458598726116
tape,31,3,28,8.997425575327318e-05,1.204398463187561e-05,0.0002933288635601743
hugh,31,31,0,8.997425575327318e-05,0.00012445450786271464,0.0
hr,31,23,8,8.997425575327318e-05,9.233721551104634e-05,8.380824673147838e-05
spain,31,0,31,8.997425575327318e-05,0.0,0.0003247569560844787
vega,31,11,20,8.997425575327318e-05,4.41612769835439e-05,0.00020952061682869594
remot,31,17,14,8.997425575327318e-05,6.824924624729513e-05,0.00014666443178008715
beauti,31,3,28,8.997425575327318e-05,1.204398463187561e-05,0.0002933288635601743
float,31,15,16,8.997425575327318e-05,6.021992315937805e-05,0.00016761649346295676
flag,31,30,1,8.997425575327318e-05,0.0001204398463187561,1.0476030841434798e-05
header,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
kyle,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
compet,30,10,20,8.70718604063934e-05,4.014661543958537e-05,0.00020952061682869594
nat,30,21,9,8.70718604063934e-05,8.430789242312927e-05,9.428427757291318e-05
imagin,30,15,15,8.70718604063934e-05,6.021992315937805e-05,0.00015714046262152196
impress,30,6,24,8.70718604063934e-05,2.408796926375122e-05,0.00025142474019443513
sheri,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
evalu,30,26,4,8.70718604063934e-05,0.00010438120014292195,4.190412336573919e-05
adoni,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
meant,30,9,21,8.70718604063934e-05,3.613195389562683e-05,0.00021999664767013074
garrick,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
hottlist,30,0,30,8.70718604063934e-05,0.0,0.0003142809252430439
technic,30,20,10,8.70718604063934e-05,8.029323087917073e-05,0.00010476030841434797
round,30,16,14,8.70718604063934e-05,6.423458470333658e-05,0.00014666443178008715
cum,30,7,23,8.70718604063934e-05,2.8102630807709757e-05,0.00024094870935300033
miner,30,16,14,8.70718604063934e-05,6.423458470333658e-05,0.00014666443178008715
guid,30,8,22,8.70718604063934e-05,3.211729235166829e-05,0.00023047267851156555
torch,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
melissagrav,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
memori,30,17,13,8.70718604063934e-05,6.824924624729513e-05,0.00013618840093865237
oem,30,0,30,8.70718604063934e-05,0.0,0.0003142809252430439
increment,30,29,1,8.70718604063934e-05,0.00011642518477479757,1.0476030841434798e-05
exact,30,20,10,8.70718604063934e-05,8.029323087917073e-05,0.00010476030841434797
protocol,30,3,27,8.70718604063934e-05,1.204398463187561e-05,0.0002828528327187395
adult,30,2,28,8.70718604063934e-05,8.029323087917072e-06,0.0002933288635601743
bretz,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
dian,30,27,3,8.70718604063934e-05,0.00010839586168688048,3.142809252430439e-05
joint,30,12,18,8.70718604063934e-05,4.817593852750244e-05,0.00018856855514582635
auction,30,11,19,8.70718604063934e-05,4.41612769835439e-05,0.00019904458598726116
max,30,14,16,8.70718604063934e-05,5.6205261615419515e-05,0.00016761649346295676
modifi,30,19,11,8.70718604063934e-05,7.62785693352122e-05,0.00011523633925578277
intercompani,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
victoria,30,27,3,8.70718604063934e-05,0.00010839586168688048,3.142809252430439e-05
valuabl,30,14,16,8.70718604063934e-05,5.6205261615419515e-05,0.00016761649346295676
beliz,30,1,29,8.70718604063934e-05,4.014661543958536e-06,0.0003038048944016091
autom,30,15,15,8.70718604063934e-05,6.021992315937805e-05,0.00015714046262152196
appl,30,0,30,8.70718604063934e-05,0.0,0.0003142809252430439
skill,30,21,9,8.70718604063934e-05,8.430789242312927e-05,9.428427757291318e-05
medicin,30,9,21,8.70718604063934e-05,3.613195389562683e-05,0.00021999664767013074
und,30,1,29,8.70718604063934e-05,4.014661543958536e-06,0.0003038048944016091
hilliard,30,30,0,8.70718604063934e-05,0.0001204398463187561,0.0
written,30,12,18,8.70718604063934e-05,4.817593852750244e-05,0.00018856855514582635
york,30,18,12,8.70718604063934e-05,7.226390779125366e-05,0.00012571237009721757
beach,30,16,14,8.70718604063934e-05,6.423458470333658e-05,0.00014666443178008715
tue,30,14,16,8.70718604063934e-05,5.6205261615419515e-05,0.00016761649346295676
conni,30,29,1,8.70718604063934e-05,0.00011642518477479757,1.0476030841434798e-05
cellspac,30,0,30,8.70718604063934e-05,0.0,0.0003142809252430439
trtd,30,0,30,8.70718604063934e-05,0.0,0.0003142809252430439
patient,30,2,28,8.70718604063934e-05,8.029323087917072e-06,0.0002933288635601743
flight,30,19,11,8.70718604063934e-05,7.62785693352122e-05,0.00011523633925578277
patch,30,5,25,8.70718604063934e-05,2.0073307719792683e-05,0.00026190077103586994
incom,30,23,7,8.70718604063934e-05,9.233721551104634e-05,7.333221589004358e-05
prospect,30,2,28,8.70718604063934e-05,8.029323087917072e-06,0.0002933288635601743
babi,29,15,14,8.416946505951362e-05,6.021992315937805e-05,0.00014666443178008715
locker,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
julia,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
mailbox,29,23,6,8.416946505951362e-05,9.233721551104634e-05,6.285618504860878e-05
cannon,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
deveiop,29,0,29,8.416946505951362e-05,0.0,0.0003038048944016091
wiil,29,0,29,8.416946505951362e-05,0.0,0.0003038048944016091
tripl,29,8,21,8.416946505951362e-05,3.211729235166829e-05,0.00021999664767013074
mcgee,29,25,4,8.416946505951362e-05,0.00010036653859896341,4.190412336573919e-05
discret,29,6,23,8.416946505951362e-05,2.408796926375122e-05,0.00024094870935300033
ritawynn,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
relianc,29,4,25,8.416946505951362e-05,1.6058646175834145e-05,0.00026190077103586994
illustr,29,1,28,8.416946505951362e-05,4.014661543958536e-06,0.0002933288635601743
court,29,22,7,8.416946505951362e-05,8.83225539670878e-05,7.333221589004358e-05
comthi,29,10,19,8.416946505951362e-05,4.014661543958537e-05,0.00019904458598726116
highlight,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
humbl,29,13,16,8.416946505951362e-05,5.219060007146097e-05,0.00016761649346295676
eight,29,4,25,8.416946505951362e-05,1.6058646175834145e-05,0.00026190077103586994
guest,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
agua,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
recal,29,28,1,8.416946505951362e-05,0.00011241052323083903,1.0476030841434798e-05
todd,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
okay,29,23,6,8.416946505951362e-05,9.233721551104634e-05,6.285618504860878e-05
strictli,29,16,13,8.416946505951362e-05,6.423458470333658e-05,0.00013618840093865237
seneca,29,28,1,8.416946505951362e-05,0.00011241052323083903,1.0476030841434798e-05
tag,29,9,20,8.416946505951362e-05,3.613195389562683e-05,0.00020952061682869594
equal,29,17,12,8.416946505951362e-05,6.824924624729513e-05,0.00012571237009721757
sender,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
aid,29,4,25,8.416946505951362e-05,1.6058646175834145e-05,0.00026190077103586994
silver,29,8,21,8.416946505951362e-05,3.211729235166829e-05,0.00021999664767013074
florida,29,19,10,8.416946505951362e-05,7.62785693352122e-05,0.00010476030841434797
secret,29,0,29,8.416946505951362e-05,0.0,0.0003038048944016091
dulc,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
urbanek,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
marlin,29,29,0,8.416946505951362e-05,0.00011642518477479757,0.0
shouldb,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
mortgag,29,4,25,8.416946505951362e-05,1.6058646175834145e-05,0.00026190077103586994
craig,29,27,2,8.416946505951362e-05,0.00010839586168688048,2.0952061682869596e-05
metabol,29,0,29,8.416946505951362e-05,0.0,0.0003038048944016091
compressor,28,27,1,8.126706971263384e-05,0.00010839586168688048,1.0476030841434798e-05
sofftwaar,28,0,28,8.126706971263384e-05,0.0,0.0002933288635601743
anti,28,3,25,8.126706971263384e-05,1.204398463187561e-05,0.00026190077103586994
lay,28,15,13,8.126706971263384e-05,6.021992315937805e-05,0.00013618840093865237
epson,28,2,26,8.126706971263384e-05,8.029323087917072e-06,0.00027237680187730475
inactiv,28,26,2,8.126706971263384e-05,0.00010438120014292195,2.0952061682869596e-05
adam,28,13,15,8.126706971263384e-05,5.219060007146097e-05,0.00015714046262152196
easili,28,6,22,8.126706971263384e-05,2.408796926375122e-05,0.00023047267851156555
pico,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
pleasur,28,8,20,8.126706971263384e-05,3.211729235166829e-05,0.00020952061682869594
highest,28,6,22,8.126706971263384e-05,2.408796926375122e-05,0.00023047267851156555
imceanot,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
den,28,24,4,8.126706971263384e-05,9.635187705500487e-05,4.190412336573919e-05
pray,28,26,2,8.126706971263384e-05,0.00010438120014292195,2.0952061682869596e-05
figur,28,13,15,8.126706971263384e-05,5.219060007146097e-05,0.00015714046262152196
thecompani,28,5,23,8.126706971263384e-05,2.0073307719792683e-05,0.00024094870935300033
eat,28,13,15,8.126706971263384e-05,5.219060007146097e-05,0.00015714046262152196
danni,28,25,3,8.126706971263384e-05,0.00010036653859896341,3.142809252430439e-05
tesssubject,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
maximum,28,9,19,8.126706971263384e-05,3.613195389562683e-05,0.00019904458598726116
trochta,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
lock,28,15,13,8.126706971263384e-05,6.021992315937805e-05,0.00013618840093865237
nathan,28,26,2,8.126706971263384e-05,0.00010438120014292195,2.0952061682869596e-05
brad,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
resid,28,19,9,8.126706971263384e-05,7.62785693352122e-05,9.428427757291318e-05
european,28,8,20,8.126706971263384e-05,3.211729235166829e-05,0.00020952061682869594
consent,28,26,2,8.126706971263384e-05,0.00010438120014292195,2.0952061682869596e-05
carbid,28,25,3,8.126706971263384e-05,0.00010036653859896341,3.142809252430439e-05
camera,28,3,25,8.126706971263384e-05,1.204398463187561e-05,0.00026190077103586994
anyway,28,22,6,8.126706971263384e-05,8.83225539670878e-05,6.285618504860878e-05
sarco,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
celebr,28,17,11,8.126706971263384e-05,6.824924624729513e-05,0.00011523633925578277
tablet,28,0,28,8.126706971263384e-05,0.0,0.0002933288635601743
mcloughlin,28,28,0,8.126706971263384e-05,0.00011241052323083903,0.0
settl,28,24,4,8.126706971263384e-05,9.635187705500487e-05,4.190412336573919e-05
